source,target,weight,synapse_count
100492,15001,10,10
100492,16097,10,10
100492,24382,10,10
100492,163719,10,10
100541,10183,10,10
100554,12708,10,10
100554,13925,10,10
100643,18513,10,10
101025,17392,10,10
101025,19897,10,10
101116,20181,10,10
101118,166337,10,10
101194,12118,10,10
101218,17284,10,10
101218,100167,10,10
101336,25897,10,10
101414,11425,10,10
101414,14954,10,10
102062,16241,10,10
102062,28915,10,10
102493,10205,10,10
102619,11165,10,10
102619,11511,10,10
102868,10196,10,10
103220,10235,10,10
152324,14532,10,10
152324,19004,10,10
152324,23164,10,10
152324,29789,10,10
152324,153995,10,10
152391,33512,10,10
152696,10184,10,10
152696,10262,10,10
153102,22899,10,10
153509,15049,10,10
153836,20142,10,10
154122,13377,10,10
154122,13497,10,10
154460,25684,10,10
154903,17103,10,10
154996,14004,10,10
155077,16155,10,10
155077,17150,10,10
155077,20645,10,10
155077,28627,10,10
155077,169911,10,10
155654,10268,10,10
155654,25684,10,10
155684,11514,10,10
155684,18566,10,10
155685,25808,10,10
155809,11258,10,10
155809,16425,10,10
155809,27055,10,10
156166,19915,10,10
156308,10186,10,10
156783,12068,10,10
156783,26566,10,10
156928,10320,10,10
157188,15697,10,10
157260,11706,10,10
157260,12050,10,10
157407,11187,10,10
157409,13782,10,10
157414,20018,10,10
157860,14314,10,10
158019,166392,10,10
158191,16155,10,10
158191,20993,10,10
158245,14532,10,10
158754,16473,10,10
159900,15207,10,10
159959,21992,10,10
160183,18413,10,10
162396,25261,10,10
162539,10555,10,10
162539,17546,10,10
162543,163686,10,10
163342,12007,10,10
163638,10427,10,10
163638,20142,10,10
163638,23224,10,10
163791,156308,10,10
164042,29516,10,10
164835,12474,10,10
164835,13170,10,10
165061,11336,10,10
165339,10297,10,10
165341,10445,10,10
165341,14945,10,10
166326,16682,10,10
166337,41482,10,10
166778,18345,10,10
166983,10153,10,10
171948,15006,10,10
174571,10196,10,10
174571,24698,10,10
186215,13628,10,10
10051,21569,11,11
10059,10065,11,11
10059,10099,11,11
10059,10768,11,11
10065,13135,11,11
10065,15687,11,11
10072,15006,11,11
10072,155099,11,11
10099,11129,11,11
10099,14361,11,11
10107,10059,11,11
10107,11445,11,11
10107,12307,11,11
10107,18471,11,11
10118,10184,11,11
10118,13278,11,11
10118,26365,11,11
10123,10200,11,11
10123,10510,11,11
10125,10305,11,11
10126,10200,11,11
10126,12605,11,11
10126,155115,11,11
10133,17498,11,11
10153,10231,11,11
10153,15262,11,11
10153,22858,11,11
10153,165340,11,11
10173,101116,11,11
10184,154133,11,11
10192,22515,11,11
10196,11511,11,11
10198,11022,11,11
10198,13170,11,11
10198,162649,11,11
10203,10133,11,11
10203,24303,11,11
10205,11152,11,11
10206,11411,11,11
10206,15562,11,11
10206,164835,11,11
10217,10144,11,11
10217,10372,11,11
10217,10776,11,11
10217,11023,11,11
10217,12677,11,11
10217,15250,11,11
10217,100855,11,11
10227,29187,11,11
10229,12616,11,11
10231,152696,11,11
10232,10065,11,11
10232,10362,11,11
10235,12412,11,11
10235,13009,11,11
10237,12996,11,11
10242,10826,11,11
10242,10983,11,11
10242,14420,11,11
10242,18413,11,11
10242,100492,11,11
10242,153142,11,11
10262,19983,11,11
10265,12007,11,11
10265,18471,11,11
10274,13500,11,11
10274,17615,11,11
10274,18089,11,11
10274,163638,11,11
10297,102123,11,11
10305,10793,11,11
10305,14076,11,11
10312,18553,11,11
10320,156783,11,11
10332,21808,11,11
10340,21134,11,11
10342,10707,11,11
10342,11011,11,11
10354,10274,11,11
10354,12412,11,11
10354,17161,11,11
10366,10755,11,11
10380,10237,11,11
10412,18006,11,11
10415,10747,11,11
10415,10780,11,11
10415,18491,11,11
10427,12050,11,11
10427,12901,11,11
10431,10547,11,11
10445,11195,11,11
10445,12891,11,11
10445,18963,11,11
10463,13232,11,11
10463,17498,11,11
10463,21134,11,11
10474,27145,11,11
10534,12072,11,11
10554,24669,11,11
10554,162830,11,11
10555,25212,11,11
10558,10747,11,11
10561,12701,11,11
10562,12891,11,11
10562,18466,11,11
10562,24197,11,11
10568,11865,11,11
10582,10788,11,11
10582,159251,11,11
10590,10213,11,11
10590,11442,11,11
10590,26238,11,11
10599,11223,11,11
10599,11303,11,11
10599,11422,11,11
10599,26488,11,11
10617,14468,11,11
10617,16750,11,11
10620,11747,11,11
10620,21373,11,11
10625,11653,11,11
10625,12759,11,11
10625,16176,11,11
10625,16619,11,11
10625,20119,11,11
10630,11198,11,11
10630,24883,11,11
10640,11367,11,11
10679,10983,11,11
10679,12302,11,11
10682,16519,11,11
10685,10547,11,11
10690,15114,11,11
10690,103220,11,11
10691,10528,11,11
10691,10853,11,11
10692,14949,11,11
10707,11780,11,11
10728,26365,11,11
10747,20667,11,11
10747,41482,11,11
10747,101116,11,11
10755,20269,11,11
10755,25585,11,11
10755,45669,11,11
10771,12399,11,11
10771,155685,11,11
10780,10198,11,11
10791,11100,11,11
10791,13081,11,11
10793,11288,11,11
10810,13904,11,11
10810,21262,11,11
10810,24828,11,11
10810,156180,11,11
10826,10320,11,11
10826,11657,11,11
10853,13318,11,11
10853,25447,11,11
10876,10779,11,11
10883,16064,11,11
10883,21866,11,11
10884,27021,11,11
10884,165614,11,11
10899,15391,11,11
10899,17130,11,11
10920,17947,11,11
10920,152696,11,11
10927,13075,11,11
10939,10652,11,11
10960,10354,11,11
10960,12412,11,11
10960,19996,11,11
10972,14849,11,11
10972,15649,11,11
10974,10568,11,11
10974,11258,11,11
10974,11303,11,11
10979,100855,11,11
10981,18341,11,11
10981,19983,11,11
10981,102786,11,11
10983,10620,11,11
10999,10920,11,11
10999,19260,11,11
10999,19613,11,11
11011,26566,11,11
11023,12573,11,11
11023,16595,11,11
11026,10468,11,11
11026,10668,11,11
11026,21628,11,11
11029,10125,11,11
11029,219796,11,11
11041,10347,11,11
11041,176866,11,11
11052,23670,11,11
11052,166385,11,11
11065,22939,11,11
11066,11904,11,11
11066,22576,11,11
11069,18717,11,11
11069,20532,11,11
11100,11069,11,11
11100,17584,11,11
11126,15782,11,11
11133,11006,11,11
11134,10690,11,11
11134,13819,11,11
11134,14811,11,11
11182,14884,11,11
11187,17075,11,11
11187,23561,11,11
11187,28585,11,11
11191,12049,11,11
11195,11560,11,11
11195,23042,11,11
11224,18013,11,11
11224,20253,11,11
11224,26743,11,11
11224,157188,11,11
11262,20116,11,11
11264,10384,11,11
11264,10690,11,11
11264,25571,11,11
11264,27982,11,11
11264,29446,11,11
11282,19751,11,11
11282,24050,11,11
11288,10984,11,11
11288,16590,11,11
11289,11936,11,11
11289,12050,11,11
11289,21874,11,11
11297,11404,11,11
11297,26370,11,11
11316,28252,11,11
11316,159822,11,11
11319,13399,11,11
11323,11041,11,11
11323,12616,11,11
11323,15712,11,11
11336,23450,11,11
11340,15819,11,11
11348,12344,11,11
11354,11646,11,11
11354,14420,11,11
11354,15452,11,11
11354,22173,11,11
11354,24975,11,11
11354,162543,11,11
11356,12769,11,11
11356,171055,11,11
11367,10236,11,11
11368,11709,11,11
11373,10236,11,11
11373,27809,11,11
11373,166047,11,11
11404,10449,11,11
11404,21711,11,11
11406,10305,11,11
11406,14597,11,11
11416,10329,11,11
11416,12860,11,11
11416,14461,11,11
11422,49886,11,11
11425,100492,11,11
11442,14011,11,11
11442,14597,11,11
11442,14617,11,11
11445,11133,11,11
11471,19833,11,11
11493,10811,11,11
11493,28943,11,11
11506,10169,11,11
11506,12113,11,11
11506,12567,11,11
11506,13543,11,11
11506,23630,11,11
11507,14346,11,11
11507,14811,11,11
11507,17374,11,11
11507,18520,11,11
11507,21874,11,11
11514,12903,11,11
11514,16589,11,11
11514,22740,11,11
11514,154312,11,11
11532,16801,11,11
11532,20116,11,11
11532,27199,11,11
11560,11609,11,11
11577,10568,11,11
11577,17207,11,11
11605,10974,11,11
11605,11507,11,11
11605,14596,11,11
11605,15262,11,11
11606,18335,11,11
11609,11507,11,11
11609,18983,11,11
11623,10116,11,11
11623,14941,11,11
11631,162912,11,11
11640,12096,11,11
11653,23431,11,11
11655,16987,11,11
11657,10196,11,11
11704,11550,11,11
11709,10099,11,11
11717,10981,11,11
11717,11133,11,11
11717,23513,11,11
11717,26488,11,11
11717,164741,11,11
11744,12515,11,11
11766,12891,11,11
11772,11022,11,11
11772,11129,11,11
11772,11428,11,11
11772,12677,11,11
11772,12739,11,11
11772,13170,11,11
11772,14154,11,11
11772,17483,11,11
11772,22822,11,11
11782,24925,11,11
11793,12645,11,11
11819,10968,11,11
11819,11493,11,11
11819,12253,11,11
11822,13013,11,11
11891,16245,11,11
11904,11030,11,11
11904,24149,11,11
11918,10133,11,11
11918,19661,11,11
11918,27803,11,11
11925,13490,11,11
11935,21665,11,11
11935,157503,11,11
11955,10332,11,11
11965,15873,11,11
12007,10558,11,11
12025,10192,11,11
12025,10826,11,11
12028,10412,11,11
12028,11530,11,11
12050,14567,11,11
12050,24330,11,11
12061,18132,11,11
12072,11704,11,11
12088,16617,11,11
12088,21874,11,11
12088,25671,11,11
12098,10571,11,11
12098,15845,11,11
12098,19689,11,11
12098,20968,11,11
12099,12050,11,11
12099,12567,11,11
12099,13500,11,11
12099,24050,11,11
12107,12769,11,11
12151,15798,11,11
12151,20181,11,11
12151,165061,11,11
12159,166047,11,11
12187,10118,11,11
12187,13033,11,11
12187,15869,11,11
12193,12928,11,11
12202,11609,11,11
12250,155853,11,11
12253,12447,11,11
12260,14824,11,11
12299,10362,11,11
12299,21651,11,11
12302,18132,11,11
12302,102868,11,11
12302,162543,11,11
12312,11030,11,11
12343,19056,11,11
12344,17947,11,11
12360,19963,11,11
12399,16531,11,11
12399,25422,11,11
12412,23161,11,11
12447,10685,11,11
12452,24664,11,11
12479,10690,11,11
12510,10662,11,11
12510,23513,11,11
12573,162783,11,11
12591,20683,11,11
12596,101892,11,11
12605,10265,11,11
12605,11935,11,11
12616,13942,11,11
12616,24146,11,11
12635,10504,11,11
12635,13738,11,11
12639,16869,11,11
12677,25239,11,11
12701,10153,11,11
12701,10558,11,11
12708,27552,11,11
12739,19228,11,11
12769,10547,11,11
12769,11877,11,11
12769,15234,11,11
12790,10690,11,11
12860,11927,11,11
12860,11162403133,11,11
12880,18677,11,11
12900,13323,11,11
12900,24908,11,11
12901,12479,11,11
12901,15367,11,11
12901,21718,11,11
12903,10764,11,11
12903,20751,11,11
12903,28889,11,11
13009,11195,11,11
13009,23042,11,11
13019,11041,11,11
13019,16064,11,11
13034,13538,11,11
13034,13986,11,11
13064,11442,11,11
13064,11562,11,11
13064,13293,11,11
13064,18032,11,11
13064,19661,11,11
13064,26757,11,11
13081,10116,11,11
13081,13746,11,11
13081,38223,11,11
13100,23328,11,11
13104,21588,11,11
13124,10994,11,11
13127,13645,11,11
13127,16544,11,11
13127,23973,11,11
13127,27239,11,11
13135,14617,11,11
13135,15881,11,11
13206,19116,11,11
13246,10192,11,11
13246,20646,11,11
13253,19449,11,11
13276,13266,11,11
13278,11442,11,11
13278,12368,11,11
13278,16869,11,11
13288,14012,11,11
13288,16122,11,11
13293,10994,11,11
13293,13574,11,11
13293,166486,11,11
13301,12928,11,11
13306,19915,11,11
13312,13612,11,11
13312,17093,11,11
13318,10528,11,11
13318,11129,11,11
13318,13904,11,11
13318,19839,11,11
13318,22178,11,11
13323,11065,11,11
13333,22391,11,11
13333,22994,11,11
13353,10510,11,11
13383,15251,11,11
13497,10668,11,11
13511,11356,11,11
13530,22330,11,11
13574,11918,11,11
13574,13293,11,11
13605,11605,11,11
13612,11605,11,11
13612,11809,11,11
13627,13628,11,11
13641,17615,11,11
13645,12281,11,11
13645,21247,11,11
13660,10554,11,11
13660,11319,11,11
13660,11879,11,11
13724,11936,11,11
13724,19751,11,11
13724,153836,11,11
13738,25192,11,11
13765,11392,11,11
13765,16967,11,11
13779,154122,11,11
13782,11006,11,11
13782,102619,11,11
13905,16425,11,11
13905,17345,11,11
13950,154207,11,11
14004,10617,11,11
14011,10523,11,11
14011,10981,11,11
14012,17150,11,11
14012,19454,11,11
14076,11368,11,11
14076,11530,11,11
14091,10297,11,11
14091,15217,11,11
14091,15542,11,11
14096,102493,11,11
14154,12299,11,11
14154,25533,11,11
14199,100492,11,11
14230,10213,11,11
14230,10268,11,11
14261,101219,11,11
14292,11282,11,11
14292,15542,11,11
14352,23924,11,11
14355,10340,11,11
14355,16473,11,11
14361,12928,11,11
14361,24614,11,11
14389,11011,11,11
14413,14079,11,11
14432,10939,11,11
14443,10051,11,11
14443,23513,11,11
14454,18720,11,11
14454,22354,11,11
14454,28605,11,11
14454,169911,11,11
14482,26792,11,11
14532,22834,11,11
14532,100541,11,11
14617,10826,11,11
14650,10213,11,11
14650,14355,11,11
14671,30545,11,11
14707,12591,11,11
14788,10237,11,11
14874,10156,11,11
14874,10652,11,11
14876,10480,11,11
14884,20370,11,11
14941,11529,11,11
14941,23671,11,11
14945,18774,11,11
14945,22774,11,11
15034,21718,11,11
15034,22546,11,11
15078,27362,11,11
15103,152620,11,11
15105,16374,11,11
15115,18413,11,11
15125,13612,11,11
15125,27191,11,11
15187,11822,11,11
15192,10460,11,11
15217,23374,11,11
15217,34905,11,11
15234,17188,11,11
15238,10206,11,11
15238,10462,11,11
15238,10866,11,11
15238,12739,11,11
15250,10229,11,11
15251,153142,11,11
15292,10991,11,11
15307,15913,11,11
15307,21873,11,11
15331,154903,11,11
15332,10206,11,11
15357,10133,11,11
15391,13153,11,11
15391,166047,11,11
15448,15068,11,11
15542,12704,11,11
15546,11655,11,11
15562,10200,11,11
15562,10825,11,11
15562,22626,11,11
15562,25690,11,11
15562,29689,11,11
15565,16682,11,11
15588,10156,11,11
15608,11550,11,11
15609,15862,11,11
15609,33168,11,11
15649,101118,11,11
15697,16512,11,11
15697,102062,11,11
15702,25532,11,11
15702,26792,11,11
15741,165614,11,11
15798,104697,11,11
15819,11891,11,11
15819,15322,11,11
15845,25402,11,11
15845,25684,11,11
15862,10974,11,11
15869,11793,11,11
15869,13069,11,11
15869,165340,11,11
15881,10354,11,11
15910,18513,11,11
15913,10011,11,11
16025,12236,11,11
16025,16067,11,11
16067,14004,11,11
16067,15913,11,11
16067,27891,11,11
16079,13246,11,11
16107,14214,11,11
16107,166778,11,11
16112,10461,11,11
16112,10728,11,11
16112,16035,11,11
16122,12880,11,11
16122,12903,11,11
16155,14884,11,11
16155,18566,11,11
16176,10571,11,11
16176,26556,11,11
16209,14811,11,11
16241,18666,11,11
16290,11198,11,11
16306,13689,11,11
16328,11316,11,11
16328,15179,11,11
16425,13905,11,11
16512,20018,11,11
16512,23839,11,11
16512,25532,11,11
16512,28238,11,11
16512,33168,11,11
16512,162783,11,11
16544,12591,11,11
16589,27579,11,11
16590,175327,11,11
16595,15187,11,11
16595,15660,11,11
16595,19004,11,11
16617,10460,11,11
16617,10510,11,11
16622,12159,11,11
16630,11423,11,11
16682,15565,11,11
16696,17890,11,11
16721,10768,11,11
16763,10668,11,11
16763,15910,11,11
16801,13006,11,11
16803,13118,11,11
16824,22061,11,11
16886,12739,11,11
16886,15238,11,11
16899,11507,11,11
16971,17177,11,11
16971,29187,11,11
16987,15357,11,11
16987,26556,11,11
17021,12344,11,11
17037,33168,11,11
17093,10170,11,11
17093,19675,11,11
17103,10118,11,11
17130,11411,11,11
17155,10890,11,11
17155,17296,11,11
17155,21569,11,11
17161,11289,11,11
17161,16419,11,11
17176,15001,11,11
17185,14176,11,11
17188,10685,11,11
17188,11356,11,11
17188,11368,11,11
17201,15846,11,11
17264,18451,11,11
17284,28238,11,11
17285,29789,11,11
17342,11904,11,11
17345,14798,11,11
17345,15149,11,11
17374,12567,11,11
17374,13884,11,11
17433,11476,11,11
17433,16512,11,11
17433,20269,11,11
17433,28572,11,11
17450,11428,11,11
17476,12591,11,11
17476,102062,11,11
17580,21588,11,11
17592,23500,11,11
17592,101194,11,11
17617,20667,11,11
17633,10329,11,11
17637,14379,11,11
17651,24698,11,11
17651,156783,11,11
17651,174571,11,11
17704,13266,11,11
17721,101414,11,11
17890,19056,11,11
17890,226276,11,11
17910,11780,11,11
17967,10780,11,11
18013,20185,11,11
18022,24975,11,11
18091,15078,11,11
18091,22354,11,11
18091,27897,11,11
18091,162783,11,11
18126,10707,11,11
18132,21944,11,11
18132,101043,11,11
18149,10662,11,11
18192,14596,11,11
18192,20667,11,11
18240,24578,11,11
18398,10342,11,11
18413,15321,11,11
18496,11319,11,11
18501,10691,11,11
18518,153910,11,11
18520,13399,11,11
18520,18983,11,11
18520,19048,11,11
18553,10236,11,11
18677,10200,11,11
18677,10366,11,11
18677,14884,11,11
18677,20462,11,11
18680,10366,11,11
18691,17093,11,11
18720,14454,11,11
18720,19678,11,11
18720,21628,11,11
18773,10192,11,11
18809,11617,11,11
18827,11936,11,11
18842,23991,11,11
18842,27002,11,11
18860,13884,11,11
18889,17666,11,11
18899,16025,11,11
18900,27029,11,11
19004,11514,11,11
19004,152857,11,11
19025,12573,11,11
19056,12202,11,11
19056,24382,11,11
19233,12818,11,11
19233,30260,11,11
19240,27891,11,11
19240,102062,11,11
19348,11213,11,11
19351,10123,11,11
19351,16122,11,11
19372,20441,11,11
19396,10235,11,11
19449,23561,11,11
19590,22397,11,11
19678,18720,11,11
19678,21628,11,11
19689,17881,11,11
19690,17264,11,11
19697,101414,11,11
19718,10235,11,11
19719,10237,11,11
19833,10320,11,11
19884,10073,11,11
19884,10183,11,11
19996,10235,11,11
19996,13399,11,11
19996,18451,11,11
20012,13490,11,11
20018,17284,11,11
20031,11529,11,11
20041,18286,11,11
20114,17592,11,11
20114,23500,11,11
20142,17562,11,11
20175,11182,11,11
20181,17188,11,11
20185,19678,11,11
20199,49582,11,11
20253,20407,11,11
20335,18579,11,11
20370,11822,11,11
20391,11865,11,11
20441,15105,11,11
20443,20199,11,11
20443,25848,11,11
20443,26177,11,11
20462,100643,11,11
20478,21020,11,11
20484,10297,11,11
20484,10433,11,11
20504,102868,11,11
20645,16067,11,11
20650,10072,11,11
20650,10116,11,11
20654,10722,11,11
20696,18774,11,11
20781,10690,11,11
20858,11059,11,11
20898,10764,11,11
20898,14379,11,11
20898,25146,11,11
20898,25192,11,11
20898,25422,11,11
20968,19092,11,11
21120,17930,11,11
21176,19409,11,11
21189,10340,11,11
21297,10449,11,11
21311,10407,11,11
21335,12678,11,11
21351,19233,11,11
21368,14379,11,11
21368,19351,11,11
21368,157414,11,11
21451,11336,11,11
21471,12299,11,11
21507,13397,11,11
21507,20328,11,11
21560,10571,11,11
21560,15862,11,11
21569,11129,11,11
21569,11891,11,11
21569,21471,11,11
21719,14314,11,11
21719,28915,11,11
21782,11653,11,11
21782,17584,11,11
21782,21718,11,11
21808,26566,11,11
21808,155853,11,11
21866,10462,11,11
21885,22822,11,11
21900,152857,11,11
21915,11925,11,11
21915,17130,11,11
21931,11782,11,11
21992,22272,11,11
22004,18032,11,11
22006,49886,11,11
22075,11223,11,11
22178,15292,11,11
22198,13641,11,11
22273,18203,11,11
22313,12344,11,11
22328,10755,11,11
22330,13333,11,11
22349,17930,11,11
22391,12891,11,11
22397,10407,11,11
22446,153943,11,11
22515,10192,11,11
22515,18246,11,11
22538,12510,11,11
22740,12452,11,11
22778,17177,11,11
22780,11368,11,11
22786,10582,11,11
22822,100855,11,11
22827,11423,11,11
22834,25422,11,11
22858,17970,11,11
22896,10154,11,11
22896,11319,11,11
22919,11367,11,11
22967,10366,11,11
22967,13306,11,11
22985,10153,11,11
22985,11022,11,11
22993,10242,11,11
22994,15049,11,11
23042,10646,11,11
23042,16209,11,11
23054,11011,11,11
23054,13246,11,11
23054,15115,11,11
23054,21944,11,11
23100,16589,11,11
23153,12790,11,11
23164,10764,11,11
23166,12342,11,11
23224,11706,11,11
23224,23153,11,11
23312,10170,11,11
23316,10105,11,11
23316,25517,11,11
23328,157407,11,11
23340,15697,11,11
23374,10427,11,11
23393,11509,11,11
23431,14011,11,11
23450,12028,11,11
23455,15446,11,11
23482,14012,11,11
23482,14884,11,11
23482,16617,11,11
23482,18720,11,11
23500,164298,11,11
23513,10498,11,11
23513,12860,11,11
23561,28228,11,11
23573,31679,11,11
23580,28551,11,11
23641,11411,11,11
23641,11562,11,11
23641,17970,11,11
23716,10555,11,11
23722,13013,11,11
23722,26114,11,11
23777,154769,11,11
23811,21560,11,11
23811,28551,11,11
23811,28684,11,11
23811,152391,11,11
23811,159900,11,11
23839,18666,11,11
23839,28833,11,11
23924,15357,11,11
23954,10510,11,11
24126,10384,11,11
24126,11029,11,11
24186,10274,11,11
24186,10504,11,11
24197,13427,11,11
24197,152620,11,11
24202,11415,11,11
24202,16649,11,11
24202,24094,11,11
24217,11550,11,11
24217,21649,11,11
24281,10329,11,11
24281,11423,11,11
24281,22096,11,11
24331,49582,11,11
24355,17715,11,11
24382,19667,11,11
24447,18440,11,11
24453,14707,11,11
24539,20462,11,11
24555,11059,11,11
24698,10320,11,11
24698,101414,11,11
24700,27105,11,11
24883,11877,11,11
24908,10403,11,11
24908,17116,11,11
24925,28252,11,11
25146,13779,11,11
25146,16241,11,11
25181,15217,11,11
25192,19240,11,11
25366,14707,11,11
25366,16067,11,11
25366,17433,11,11
25533,13127,11,11
25585,12312,11,11
25585,165339,11,11
25588,10340,11,11
25692,12452,11,11
25694,33512,11,11
25848,24539,11,11
25995,16531,11,11
26039,17150,11,11
26039,23580,11,11
26230,10884,11,11
26230,21175,11,11
26238,13543,11,11
26282,13069,11,11
26282,27982,11,11
26304,14004,11,11
26304,21719,11,11
26358,10668,11,11
26377,15913,11,11
26377,31679,11,11
26419,10154,11,11
26419,10590,11,11
26419,25064,11,11
26488,11631,11,11
26488,11935,11,11
26523,19946,11,11
26590,14597,11,11
26590,16699,11,11
26626,10468,11,11
26712,156857,11,11
26717,15446,11,11
26733,10332,11,11
26734,22273,11,11
26743,13288,11,11
26743,17150,11,11
26743,154207,11,11
26757,152621,11,11
26796,10242,11,11
26819,10067,11,11
27021,158008,11,11
27021,165341,11,11
27055,20335,11,11
27092,17392,11,11
27275,10198,11,11
27374,24339,11,11
27411,12098,11,11
27411,19848,11,11
27440,10154,11,11
27472,19661,11,11
27485,28743,11,11
27485,33512,11,11
27560,12236,11,11
27610,10372,11,11
27665,10468,11,11
27665,10755,11,11
27665,20269,11,11
27665,20462,11,11
27711,19839,11,11
27752,10274,11,11
27752,12099,11,11
27891,13109,11,11
28051,10707,11,11
28051,11747,11,11
28173,10780,11,11
28224,16734,11,11
28224,19351,11,11
28238,16067,11,11
28238,100167,11,11
28339,10232,11,11
28339,11282,11,11
28398,171761,11,11
28551,17285,11,11
28572,26231,11,11
28627,15440,11,11
28684,10468,11,11
28684,152857,11,11
28786,10123,11,11
28786,15207,11,11
28786,18013,11,11
28833,18013,11,11
28833,18666,11,11
28889,12711,11,11
28915,169911,11,11
28943,11303,11,11
29000,11187,11,11
29000,20199,11,11
29310,15741,11,11
29310,18451,11,11
29789,10571,11,11
29789,18513,11,11
29789,100167,11,11
29817,100167,11,11
29902,18013,11,11
29902,27362,11,11
30260,155099,11,11
30487,17150,11,11
30487,21560,11,11
30625,11182,11,11
30748,10764,11,11
30809,28786,11,11
30951,22574,11,11
30951,159031,11,11
31215,16801,11,11
31679,27665,11,11
32044,15862,11,11
32044,17037,11,11
32336,10246,11,11
32829,16512,11,11
32829,17037,11,11
33168,13288,11,11
33168,17037,11,11
34313,10305,11,11
36180,12250,11,11
37065,11226,11,11
37065,18983,11,11
37234,10427,11,11
37234,11013,11,11
37455,22967,11,11
37455,27485,11,11
37651,14012,11,11
38332,12903,11,11
38332,13306,11,11
76087,11717,11,11
100167,20645,11,11
100167,20683,11,11
100492,10320,11,11
100492,11747,11,11
100541,10200,11,11
100554,11110,11,11
100554,12061,11,11
100554,17826,11,11
100563,10059,11,11
100855,10979,11,11
101118,12769,11,11
101194,10561,11,11
101218,11224,11,11
101218,20018,11,11
101336,22967,11,11
101414,21189,11,11
101892,14259,11,11
102062,22834,11,11
102062,25192,11,11
102062,27665,11,11
102493,16899,11,11
102601,12299,11,11
152324,15049,11,11
152324,16734,11,11
152620,10462,11,11
152620,12645,11,11
152857,13109,11,11
152857,14884,11,11
154207,10170,11,11
154207,162783,11,11
154383,13318,11,11
154460,20605,11,11
154903,11029,11,11
154996,19351,11,11
155077,15862,11,11
155077,15981,11,11
155077,28915,11,11
155099,34115,11,11
155654,10474,11,11
155654,11011,11,11
155654,12857,11,11
155684,19678,11,11
155685,22328,11,11
155778,10571,11,11
155809,12338,11,11
156166,18566,11,11
156308,11877,11,11
156783,10332,11,11
157260,10427,11,11
157260,24202,11,11
157260,26812,11,11
157414,33512,11,11
157429,157503,11,11
158109,11793,11,11
158132,18720,11,11
158191,10764,11,11
158245,15660,11,11
158479,49582,11,11
158479,100167,11,11
158754,14884,11,11
162396,14482,11,11
162396,16122,11,11
162396,27897,11,11
162539,10854,11,11
162539,15115,11,11
162539,16883,11,11
162543,10340,11,11
162543,11110,11,11
162543,14420,11,11
163342,11927,11,11
163638,12761,11,11
163638,12901,11,11
164298,17601,11,11
164554,13109,11,11
164835,13069,11,11
164835,152621,11,11
165061,19758,11,11
165061,162868,11,11
165339,13612,11,11
165339,15078,11,11
165339,25192,11,11
165341,10059,11,11
165341,12479,11,11
165341,37443,11,11
165614,12050,11,11
166486,10380,11,11
10059,11445,12,12
10059,11934,12,12
10059,13278,12,12
10059,16696,12,12
10065,10388,12,12
10065,10523,12,12
10065,10884,12,12
10065,10900,12,12
10065,13293,12,12
10065,158008,12,12
10072,10979,12,12
10107,11052,12,12
10107,11678,12,12
10107,13124,12,12
10107,24382,12,12
10116,11029,12,12
10118,10067,12,12
10118,10462,12,12
10118,10513,12,12
10118,11766,12,12
10118,12769,12,12
10118,14012,12,12
10118,49582,12,12
10118,162783,12,12
10125,14196,12,12
10125,17188,12,12
10125,100855,12,12
10126,10206,12,12
10126,11428,12,12
10126,16589,12,12
10126,18246,12,12
10126,22919,12,12
10126,101194,12,12
10169,10217,12,12
10169,10561,12,12
10169,22465,12,12
10184,10866,12,12
10186,11297,12,12
10192,11213,12,12
10192,24747,12,12
10196,13383,12,12
10198,27145,12,12
10206,13427,12,12
10206,18132,12,12
10217,10415,12,12
10217,11560,12,12
10217,13500,12,12
10217,15687,12,12
10229,20041,12,12
10229,20667,12,12
10232,100515,12,12
10232,101043,12,12
10237,10449,12,12
10237,14650,12,12
10242,10788,12,12
10242,16696,12,12
10242,17721,12,12
10246,11182,12,12
10251,28701,12,12
10262,18664,12,12
10265,23924,12,12
10268,10340,12,12
10268,25181,12,12
10274,13819,12,12
10297,17130,12,12
10297,21471,12,12
10305,155099,12,12
10320,11653,12,12
10332,10192,12,12
10332,11747,12,12
10332,102868,12,12
10340,11406,12,12
10342,10599,12,12
10342,158694,12,12
10342,162543,12,12
10354,11013,12,12
10366,10171,12,12
10372,10866,12,12
10372,12474,12,12
10380,10462,12,12
10388,10691,12,12
10388,159251,12,12
10403,10890,12,12
10403,162912,12,12
10412,11069,12,12
10431,15006,12,12
10445,26777,12,12
10462,10198,12,12
10463,10206,12,12
10474,10415,12,12
10474,164835,12,12
10504,24996,12,12
10504,166392,12,12
10513,28997,12,12
10528,11925,12,12
10534,11550,12,12
10534,162912,12,12
10554,12253,12,12
10554,13241,12,12
10554,18242,12,12
10554,19260,12,12
10554,27610,12,12
10554,100855,12,12
10555,10652,12,12
10555,10991,12,12
10558,18491,12,12
10559,11471,12,12
10559,11678,12,12
10562,10793,12,12
10564,10528,12,12
10590,13574,12,12
10599,11375,12,12
10599,12072,12,12
10640,13127,12,12
10640,15873,12,12
10640,24578,12,12
10646,11006,12,12
10646,14874,12,12
10682,16619,12,12
10689,13249,12,12
10690,14091,12,12
10691,14850,12,12
10691,16412,12,12
10691,21247,12,12
10707,16107,12,12
