node_id,cell_type,region,x,y,z,side,cell_class,predicted_nt,coordinate_field
10011,hg1 MN,VNC,0.4785275882965334,0.17211492145376572,-0.5818900818869742,R,motor neuron,glutamate,position
10051,IN09A007,VNC,-0.7577466320679958,-1.4129325481299626,0.7175241232499961,L,intrinsic neuron,gaba,position
10059,nan,VNC,0.6598629519710366,0.8150737293534503,0.21808350296005097,R,intrinsic neuron,gaba,position
10065,nan,VNC,-0.6353419208477711,0.8228910608014668,0.585832155010333,L,intrinsic neuron,gaba,position
10067,b3 MN,VNC,0.5742731948350607,0.1941638050250944,-0.48895069689388876,R,motor neuron,glutamate,position
10072,IN17A001,VNC,0.7413101915875507,0.44638967012135433,0.45280389079664995,R,intrinsic neuron,acetylcholine,position
10073,IN03B002,VNC,0.057727986077660554,-0.027527697064810355,0.7830026259769722,L,intrinsic neuron,glutamate,position
10099,IN10B001,VNC,0.12420871078515158,0.19797224855105117,-0.17184766225896173,R,intrinsic neuron,acetylcholine,position
10105,IN03B002,VNC,0.057727986077660554,0.015367403701229082,0.7416442655810557,R,intrinsic neuron,acetylcholine,position
10107,DNxl041,descending,-0.33888465901145176,1.923798498997778,-0.24340631166772844,L,descending neuron,gaba,position
10110,TTMn,VNC,0.718593160029212,0.08164768401261713,-0.401222866199481,R,motor neuron,glutamate,position
10116,IN13B001,VNC,0.028730363441428285,-0.16436440480445016,-0.5426029802507886,L,intrinsic neuron,gaba,position
10118,DNa02,descending,0.15434218499930077,1.923798498997778,-0.3987507186475442,R,descending neuron,acetylcholine,position
10123,hg1 MN,VNC,-0.7336264897369361,0.03454325092841493,-0.10757182590860358,L,motor neuron,glutamate,position
10125,IN19A003,VNC,0.701956275152664,-0.2542303090572898,0.3420917693490996,R,intrinsic neuron,gaba,position
10126,DNa02,descending,-0.22022157651848284,1.923798498997778,-0.2277716487716954,L,descending neuron,acetylcholine,position
10133,IN19A002,VNC,-0.4404431530369657,-1.8124850443619187,1.3348928632471992,L,intrinsic neuron,gaba,position
10134,IN19A003,VNC,0.5140062464067623,-1.8032646021411813,1.0612862625666206,R,intrinsic neuron,gaba,position
10144,IN19A008,VNC,0.5424025358546856,-0.5486163121338782,0.2747424522584956,R,intrinsic neuron,gaba,position
10147,IN03B009,VNC,0.057727986077660554,-0.04824028466211912,0.8397952048728188,L,intrinsic neuron,glutamate,position
10153,IN13A003,VNC,0.16877418151871593,-2.170478735801855,0.43115589601752724,R,intrinsic neuron,gaba,position
10154,IN19A008,VNC,0.7056310890812189,0.7650294451264043,0.08391938716845099,R,intrinsic neuron,gaba,position
10156,IN19A008,VNC,-0.7107758285811955,-0.7610205572043445,0.3877262768618798,L,intrinsic neuron,gaba,position
10169,IN19A002,VNC,0.5406653510884597,-1.3767857420327236,1.1152726199170253,R,intrinsic neuron,gaba,position
10170,IN03B002,VNC,0.057727986077660554,0.03247199216868406,0.836254020541666,R,intrinsic neuron,gaba,position
10171,IN03B007,VNC,0.6894619077955778,0.3497754711997141,-0.47946299547834736,R,intrinsic neuron,acetylcholine,position
10173,IN19A005,VNC,0.6375468092049039,0.8481470547104433,-0.040088879220597604,R,intrinsic neuron,acetylcholine,position
10183,IN03B009,VNC,0.057727986077660554,-0.08999953385024162,0.7226020479512718,L,intrinsic neuron,acetylcholine,position
10184,IN19A002,VNC,0.5509548300884131,-1.8669391053032305,1.088413070839225,R,intrinsic neuron,gaba,position
10186,IN13A003,VNC,0.4530711499914539,-0.45581055673819476,-0.70302531193188,R,intrinsic neuron,gaba,position
10192,IN19A008,VNC,-0.6348742172568641,1.0008188697422191,0.47625588514069955,L,intrinsic neuron,gaba,position
10196,IN19A002,VNC,-0.5659881597961371,0.9957409450409435,0.5073915813353637,L,intrinsic neuron,gaba,position
10198,IN08A002,VNC,0.4329598955824541,-1.925602498562705,0.3096197771804155,R,intrinsic neuron,glutamate,position
10200,hg4 MN,VNC,-0.6970119800487904,-0.8294389110741645,0.3060785928492627,L,motor neuron,glutamate,position
10203,IN08A002,VNC,-0.6541836940814519,-1.8785648802772037,0.6175691843933061,L,intrinsic neuron,glutamate,position
10205,AN19B004,VNC,-0.2617135665118014,0.5230262442313968,0.048106655064717126,R,ascending neuron,acetylcholine,position
10206,IN07B005,VNC,-0.5600416427117485,0.014164737324611154,-0.1389079664993707,L,intrinsic neuron,acetylcholine,position
10213,IN19A002,VNC,0.7687710738536601,0.7918221794055037,0.14772751992790217,R,intrinsic neuron,gaba,position
10217,DNg34,descending,0.10937582547353046,1.923798498997778,-0.45073263203691905,R,descending neuron,gaba,position
10227,IN13B001,VNC,-0.3108224435570334,-0.184275214817347,-0.4302873036344143,R,intrinsic neuron,gaba,position
10229,IN13B001,VNC,-0.3395528069984617,-1.989878334913063,0.4234721941669127,L,intrinsic neuron,gaba,position
10231,IN19B003,VNC,-0.23365135105738305,-0.8581692745155928,1.222710816228227,L,intrinsic neuron,acetylcholine,position
10232,AN19B004,VNC,-0.25723697499883463,1.923798498997778,-0.2828270429013161,L,ascending neuron,acetylcholine,position
10235,IN13A003,VNC,0.36193576456329535,1.3484562673835014,-0.7157869384837702,R,intrinsic neuron,gaba,position
10236,IN19A008,VNC,-0.5432043134390976,-0.3665459856736641,0.6096182233478876,L,intrinsic neuron,gaba,position
10237,IN19A001,VNC,0.553694236835154,-1.4473421694609756,1.0908852183911617,R,intrinsic neuron,acetylcholine,position
10242,IN19A002,VNC,-0.6769675404384915,0.9561197694112529,0.44725826250446726,L,intrinsic neuron,gaba,position
10244,IN03B009,VNC,0.057727986077660554,-0.08652516431778982,0.7911540314184937,R,intrinsic neuron,acetylcholine,position
10246,IN06B005,VNC,-0.13643581894743384,-1.874221918361639,0.39434094193327845,R,intrinsic neuron,gaba,position
10251,IN03B009,VNC,0.057727986077660554,-0.07536709293472349,0.7527355221654211,R,intrinsic neuron,acetylcholine,position
10262,IN03A001,VNC,0.4230044905760057,-1.6233991640381,1.1081234364560189,R,intrinsic neuron,acetylcholine,position
10265,IN13B001,VNC,-0.301134297745389,-1.5931988750252497,0.367949096446385,R,intrinsic neuron,gaba,position
10268,IN13B001,VNC,0.0,0.9292602203334525,-0.7412433767888497,L,intrinsic neuron,gaba,position
10274,IN15A001,VNC,0.2659897136286651,1.7838883105178924,-0.4050981245241388,R,intrinsic neuron,acetylcholine,position
10297,IN07B005,VNC,0.25209223549885795,1.4315070621688395,-0.6392171791724288,R,intrinsic neuron,acetylcholine,position
10305,IN21A001,VNC,0.40402908774492285,-0.9658747300215983,0.013763848532405178,R,intrinsic neuron,glutamate,position
10312,IN21A001,VNC,-0.3263902916543655,-0.5879702285687649,0.28055533974548225,L,intrinsic neuron,glutamate,position
10320,IN13B001,VNC,-0.35739235825162763,1.0006852401448172,-0.6506425097502991,R,intrinsic neuron,gaba,position
10329,IN03B007,VNC,0.7336264897369361,0.31910747859595695,-0.38371738893982005,R,intrinsic neuron,gaba,position
10332,IN08A002,VNC,-0.6109545193219075,1.490905418214025,-0.4407772270304707,L,intrinsic neuron,glutamate,position
10340,IN07B005,VNC,-0.3332722159205681,1.1067871404819989,-0.2827602281026151,L,intrinsic neuron,acetylcholine,position
10342,IN09A002,VNC,-0.5182155787249251,1.7270289168233448,-0.06922013145423186,L,intrinsic neuron,gaba,position
10347,Ti extensor MN,motor,-0.5116677284522274,-2.092171791724288,1.037700638625169,L,motor neuron,glutamate,position
10354,IN08A002,VNC,0.28897400438180776,1.3475876750003886,-0.4553428531472878,R,intrinsic neuron,glutamate,position
10362,IN03A001,VNC,-0.2722703047065587,-0.3320695495439502,0.3670805040632721,L,intrinsic neuron,acetylcholine,position
10366,IN03B002,VNC,0.057727986077660554,0.026191401090790434,0.7994390664574172,L,intrinsic neuron,gaba,position
10372,IN19A008,VNC,0.5431374986403965,-1.7524853551284243,1.119147878241683,R,intrinsic neuron,gaba,position
10380,IN09A002,VNC,0.32558851406995354,-1.1618425346116197,0.40396227294622183,R,intrinsic neuron,gaba,position
10384,IN19A005,VNC,0.5555650511987819,-0.401289680998182,0.39848345945274016,R,intrinsic neuron,acetylcholine,position
10388,IN03A001,VNC,-0.2933169662973725,-1.4411283931817829,1.3586121167860528,L,intrinsic neuron,acetylcholine,position
10403,IN09A002,VNC,-0.4954317323678854,-1.088279441241823,0.6665444318411362,L,intrinsic neuron,gaba,position
10407,ADNM1 MN,VNC,0.27013223114812684,1.923798498997778,-0.2994639277778641,L,motor neuron,glutamate,position
10412,IN03A001,VNC,0.1920925462653635,-0.5080597293223736,0.21474276302500117,R,intrinsic neuron,acetylcholine,position
10415,IN19A001,VNC,0.5555650511987819,-0.4314231552123312,0.3934055347514645,R,intrinsic neuron,acetylcholine,position
10427,IN19A002,VNC,0.8246282455676928,0.7661652967043212,0.10937582547353046,R,intrinsic neuron,gaba,position
10428,DNp31,descending,0.08565657193467688,1.923798498997778,-0.2393306089469677,R,descending neuron,acetylcholine,position
10431,IN13B003,VNC,0.01937629162328884,-0.16436440480445016,-0.5295740945040943,L,intrinsic neuron,gaba,position
10433,hg4 MN,VNC,0.3869913140761689,-0.5209549854716659,0.3905324984073217,R,motor neuron,glutamate,position
10445,IN09A002,VNC,0.15801699892785556,1.223111705020433,-0.44391752256941747,R,intrinsic neuron,gaba,position
10449,AN19A009,VNC,0.034209176934909956,1.923798498997778,-0.24741519958978822,R,ascending neuron,acetylcholine,position
10453,IN19A005,VNC,-0.6678139130164551,0.1089081218826235,0.6833817611137871,L,intrinsic neuron,acetylcholine,position
10460,MNad42,VNC,0.06547850272697608,-0.38324968534891307,1.0960299578911386,L,motor neuron,acetylcholine,position
10461,Ti extensor MN,motor,0.7937598085678326,0.18995447270693164,-0.2221592056808117,R,motor neuron,glutamate,position
10462,Ti extensor MN,motor,0.49062106686141366,-2.1325947449383906,0.803047065587271,R,motor neuron,gaba,position
10463,IN07B007,VNC,-0.3208446633621828,1.1334462451636962,-0.2827602281026151,L,intrinsic neuron,glutamate,position
10468,IN03B012,VNC,0.057727986077660554,0.08445390555805896,0.8218220240222509,R,intrinsic neuron,glutamate,position
10471,AN18B002,VNC,-0.09567879173982628,1.923798498997778,-0.2474820143884892,L,ascending neuron,acetylcholine,position
10474,IN07B013,VNC,-0.5290395761144864,-0.012093478564880277,-0.1389079664993707,L,intrinsic neuron,glutamate,position
10480,nan,VNC,-0.250956383920941,-1.3160510900135183,1.4520192053700451,L,intrinsic neuron,gaba,position
10481,IN03B009,VNC,0.057727986077660554,-0.1103780474540454,0.7679692962692481,L,intrinsic neuron,acetylcholine,position
10498,IN17A001,VNC,-0.45928492627064654,-1.473065866960859,1.405315661078049,L,intrinsic neuron,acetylcholine,position
10504,nan,VNC,-0.030333918610252187,-0.2816243765246982,-0.518816911913234,R,intrinsic neuron,acetylcholine,position
10510,IN03B012,VNC,0.057727986077660554,0.011826219370076293,0.869527790294762,L,intrinsic neuron,glutamate,position
10513,nan,VNC,0.3963453858943083,-1.5635999192007086,0.2601768261416785,R,intrinsic neuron,gaba,position
10523,IN19A008,VNC,-0.5432043134390976,-0.38258153736190315,0.6096182233478876,L,intrinsic neuron,gaba,position
10528,AN19A009,VNC,-0.5419348322637786,-0.3533834703295679,0.6096182233478876,L,ascending neuron,acetylcholine,position
10534,IN19B004,VNC,0.3535170999269699,-0.986854576813711,1.0419767857420328,R,intrinsic neuron,acetylcholine,position
10541,AN06B035,VNC,-0.21160246748605435,0.5450083130040244,-0.20852898674580853,R,ascending neuron,gaba,position
10547,IN19A008,VNC,0.5555650511987819,-0.3934055347514645,0.2942523734791864,R,intrinsic neuron,gaba,position
10554,IN12A003,VNC,0.7379694516525009,0.3749646503099896,-0.5487499417312802,R,intrinsic neuron,acetylcholine,position
10555,IN19A005,VNC,-0.6270568858088476,0.8808863060739314,0.5325807604456392,L,intrinsic neuron,acetylcholine,position
10558,IN17A001,VNC,0.619506813555635,-1.2945367248317976,1.019259754183694,R,intrinsic neuron,acetylcholine,position
10559,IN17A001,VNC,-0.8192162468729121,0.3528489519399599,0.41111145640722846,L,intrinsic neuron,acetylcholine,position
10561,IN19B004,VNC,-0.02746088226610936,-0.4382382646798328,1.188301194897214,L,intrinsic neuron,acetylcholine,position
10562,DNg38,descending,0.21213698587566232,1.923798498997778,-0.3966126450891123,R,descending neuron,acetylcholine,position
10564,AN19A009,VNC,0.5099973584847025,1.4221529903507,-0.10276116040213186,R,ascending neuron,acetylcholine,position
10568,AN19B009,VNC,0.801710769613251,0.7709091474120919,0.22676942679118045,L,ascending neuron,acetylcholine,position
10571,MNhm42,VNC,-0.7642276675419923,-1.4947806765386826,0.6579253228087076,L,motor neuron,glutamate,position
10582,IN19A001,VNC,-0.4485277436797862,-1.3433783426822257,1.3929549233183647,L,intrinsic neuron,acetylcholine,position
10590,IN03B015,VNC,0.5884379321596719,0.5136721724132574,-0.41892878785524496,R,intrinsic neuron,gaba,position
10599,IN03B015,VNC,-0.6632705067047874,0.5428034246468916,-0.0,L,intrinsic neuron,gaba,position
10604,AN03A001,VNC,-0.6219121463088708,0.5597743835169445,-0.0,L,ascending neuron,acetylcholine,position
10617,IN16B001,VNC,-0.5780816383610174,-1.9543996768028342,0.5085942477119816,L,intrinsic neuron,glutamate,position
10620,IN13B003,VNC,-0.35739235825162763,0.9625339900865485,-0.6313998477244123,R,intrinsic neuron,gaba,position
10625,IN12A003,VNC,-0.8971223021582734,0.40716938328386965,-0.24801653277809718,L,intrinsic neuron,acetylcholine,position
10630,IN09A002,VNC,0.4800643286666563,0.07369672296719859,-0.3042077784856348,R,intrinsic neuron,gaba,position
10635,IN13A021,VNC,0.42280404617990275,1.1738023835790978,-0.8146728405612443,R,intrinsic neuron,gaba,position
10640,IN13A003,VNC,-0.7980359556846963,-0.49135602964712466,-0.3062122224466647,L,intrinsic neuron,gaba,position
10646,IN07B013,VNC,0.234319499044393,-0.007750516649315537,-0.6457650294451264,R,intrinsic neuron,glutamate,position
10652,IN08A005,VNC,-0.4706434420498159,0.15013285268113802,-0.4670354429199621,L,intrinsic neuron,gaba,position
10662,IN21A001,VNC,-0.351044952375033,-1.9813928554780367,1.1439361685597527,L,intrinsic neuron,glutamate,position
10668,IN03B012,VNC,0.057727986077660554,-0.022783846357039637,0.7052970150877138,R,intrinsic neuron,gaba,position
10673,IN07B007,VNC,0.14298366922013145,1.1350498003325202,-0.502714545426294,R,intrinsic neuron,glutamate,position
10679,IN09A008,VNC,-0.334942585888093,1.303222648662927,-0.33721428904392686,L,intrinsic neuron,gaba,position
10682,IN21A003,VNC,-0.14665848314868624,-1.52210792920739,1.0249390120732786,L,intrinsic neuron,glutamate,position
10685,IN19A008,VNC,0.5555650511987819,-0.40703575368646766,0.3064794816414687,R,intrinsic neuron,gaba,position
10689,AN06B003,VNC,-0.27654645182342247,0.25810556738194756,-0.586834376990848,R,ascending neuron,gaba,position
10690,IN17A001,VNC,0.49429588078996844,1.5761611013564958,-0.27901859937535933,R,intrinsic neuron,acetylcholine,position
10691,IN08A002,VNC,-0.8209534316391379,-0.09280575539568345,-0.26632378762217007,L,intrinsic neuron,glutamate,position
10692,IN21A001,VNC,-0.7567444100874808,0.70302531193188,0.04342961915564741,L,intrinsic neuron,glutamate,position
10707,IN17A001,VNC,-0.3946082011280824,1.7335767670960425,-0.07950961045418525,L,intrinsic neuron,acetylcholine,position
10710,Ti flexor MN,motor,-0.8779464549310876,0.08786146029180975,-0.21046661590813742,L,motor neuron,glutamate,position
10722,IN08A005,VNC,-0.4002874590176671,1.4959165281165996,-0.4808661062510683,L,intrinsic neuron,gaba,position
10725,nan,VNC,0.3712230215827338,-1.5017962304022872,1.123758099352052,R,intrinsic neuron,gaba,position
10728,IN21A001,VNC,0.8054523983405069,0.5864334881986419,0.2108006899016424,R,intrinsic neuron,glutamate,position
10737,Ti extensor MN,motor,-0.8889040819180509,0.1927606942523735,-0.19389654583029042,L,motor neuron,acetylcholine,position
10747,IN09A007,VNC,0.7328915269512252,-1.4525537237596533,0.5544291996208649,R,intrinsic neuron,gaba,position
10755,IN02A006,VNC,0.11238249141507528,0.18374069642773902,-0.17184766225896173,R,intrinsic neuron,glutamate,position
10764,IN19A012,VNC,0.5555650511987819,-0.40870612365399256,0.3929378311605575,R,intrinsic neuron,gaba,position
10768,IN03B028,VNC,0.43616700592010194,0.46583277654334415,-0.217482169771742,R,intrinsic neuron,gaba,position
10771,AN06B042,VNC,-0.2261680936028715,-1.3983669220131454,1.356139969234116,R,ascending neuron,gaba,position
10776,IN14B002,VNC,-0.27541060024550557,1.5121525242009417,-0.49750299112761626,L,intrinsic neuron,gaba,position
10779,IN17A020,VNC,-0.47084388644591885,-1.1001724754106001,0.6798405767826343,L,intrinsic neuron,acetylcholine,position
10780,IN21A001,VNC,0.1304224870643442,-1.6130428702394457,0.953981695852821,R,intrinsic neuron,glutamate,position
10782,MNad42,VNC,0.13149152384356014,-0.4197305654396569,1.0800612210016005,R,motor neuron,glutamate,position
10787,MNad34,VNC,-0.23231505508336311,-0.8299734294637724,1.1010410677937132,L,motor neuron,glutamate,position
10788,AN19A009,VNC,-0.5488167565299812,1.252710660844974,0.3559892474789067,L,ascending neuron,acetylcholine,position
10791,IN03B014,VNC,-0.033006510558292027,-0.5673912705688581,0.004677035909069721,R,intrinsic neuron,gaba,position
10793,IN19A008,VNC,0.5555650511987819,-0.40269279177090295,0.3283279208166944,R,intrinsic neuron,gaba,position
10794,IN06B019,VNC,0.13683670773963982,0.183941140823842,0.09775005049955716,R,intrinsic neuron,gaba,position
10810,IN09A002,VNC,-0.6402194011529437,0.08331805398014203,-0.10991034386313843,L,intrinsic neuron,gaba,position
10811,ltm1-tibia MN,motor,0.5124026912379384,-1.9638205634196746,0.4236726385630157,R,motor neuron,glutamate,position
10825,MNhm03,VNC,-0.7185263452305111,-1.6286775331354786,0.5915114128999176,L,motor neuron,gaba,position
10826,IN19A008,VNC,-0.4397750050499557,1.0830678869431454,0.48440729058222104,L,intrinsic neuron,gaba,position
10842,IN03B009,VNC,0.057727986077660554,-0.0769038333048464,0.8212206908339419,R,intrinsic neuron,acetylcholine,position
10853,IN21A003,VNC,-0.33500940068679397,-0.5879702285687649,0.267793713193592,L,intrinsic neuron,glutamate,position
10854,IN16B001,VNC,-0.3652096896996442,1.505537859129543,-0.5597075687182436,L,intrinsic neuron,glutamate,position
10866,Tr extensor MN,motor,0.4878816601146728,-1.824912596920304,0.3027378529142129,R,motor neuron,glutamate,position
10876,IN17A024,VNC,-0.42093323181627484,-1.0623552993458365,1.35440278446789,L,intrinsic neuron,acetylcholine,position
10883,IN21A003,VNC,0.1290193762916233,-1.6130428702394457,0.9416209580931367,R,intrinsic neuron,glutamate,position
10884,AN07B014,VNC,0.15100144506425098,1.923798498997778,-0.41725841788772006,R,ascending neuron,acetylcholine,position
10890,IN08A005,VNC,-0.6952747952825644,-1.7476078748232515,0.502781360224995,L,intrinsic neuron,gaba,position
10899,nan,VNC,-0.21400780023929022,1.923798498997778,-0.3247199216868406,L,ascending neuron,acetylcholine,position
10900,IN13B002,VNC,-0.301134297745389,-1.5854483583759342,0.3699535404074149,R,intrinsic neuron,gaba,position
10902,AN19B009,VNC,-0.32872880960890033,1.923798498997778,-0.23338409186257905,L,ascending neuron,acetylcholine,position
10920,IN09A005,VNC,0.32558851406995354,-1.2000605994685893,0.3830492409528101,R,intrinsic neuron,gaba,position
10927,IN15A001,VNC,-0.45073263203691905,-1.9843327066208805,1.1730006059946858,L,intrinsic neuron,acetylcholine,position
10939,IN09A005,VNC,-0.6402194011529437,0.09400842177230138,-0.12561182155787248,L,intrinsic neuron,gaba,position
10960,IN13B003,VNC,0.0,0.9106857062945756,-0.7503970042108862,L,intrinsic neuron,gaba,position
10968,MNhl68,VNC,0.367748652050282,-2.2350886461457184,0.5622465310688814,R,motor neuron,glutamate,position
10972,IN21A003,VNC,0.20679180197958263,-0.6241170346660037,0.12367419239554361,R,intrinsic neuron,glutamate,position
10974,IN14B002,VNC,0.13924204049287567,1.1528893515856862,-0.502714545426294,R,intrinsic neuron,gaba,position
10979,IN09A007,VNC,0.753203225756328,0.26552201003775816,-0.18634647357707787,R,intrinsic neuron,gaba,position
10981,AN19B014,VNC,0.2750765262520006,1.923798498997778,-0.39748123747222525,R,ascending neuron,acetylcholine,position
10983,IN09A003,VNC,-0.4868126233354569,1.5823080628369874,-0.14011063287598863,L,intrinsic neuron,gaba,position
10984,IN01A010,VNC,-0.536589648367699,0.4318908588032382,0.09654738412293923,L,intrinsic neuron,acetylcholine,position
10991,IN17B004,VNC,-0.18026632689528724,-0.4451870037447364,1.2161629659555293,L,intrinsic neuron,gaba,position
10994,IN07B009,VNC,-0.045634507512780274,-1.3697033733704183,0.29979800177136906,R,intrinsic neuron,acetylcholine,position
10999,AN18B002,VNC,0.043830507947853384,1.923798498997778,-0.25028823593393107,R,ascending neuron,acetylcholine,position
11006,AN19B009,VNC,-0.5722687508740308,0.9183025933464891,0.4739173671861647,R,ascending neuron,acetylcholine,position
11011,IN21A012,VNC,-0.7567444100874808,0.6980142020293053,0.04570132231148127,L,intrinsic neuron,glutamate,position
11013,AN27X002,VNC,-0.1657007007784701,1.923798498997778,-0.19456469381730038,L,ascending neuron,acetylcholine,position
11022,Sternal anterior rotator MN,motor,0.6002641515297481,-1.4860279379088521,0.4218686389980888,R,motor neuron,glutamate,position
11023,AN06B001,VNC,-0.22309461286262566,1.923798498997778,-0.3299982907842193,L,ascending neuron,gaba,position
11026,IN17A010,VNC,0.3078157776154886,-0.37670183507621546,1.0313532327485744,R,intrinsic neuron,acetylcholine,position
11029,IN19A008,VNC,0.5555650511987819,-0.40048790341377005,0.39313827555666053,R,intrinsic neuron,gaba,position
11030,IN03B014,VNC,0.45728048230961665,0.45801544509532766,-0.217482169771742,R,intrinsic neuron,gaba,position
11037,IN09A026,VNC,-0.33233680873875415,1.303222648662927,-0.3448311760958404,L,intrinsic neuron,gaba,position
11041,nan,VNC,-0.16028870208368942,-1.905491244153705,0.36233665335550136,R,intrinsic neuron,acetylcholine,position
11052,AN19B009,VNC,0.2752769706481035,1.923798498997778,-0.3886616840436938,R,ascending neuron,acetylcholine,position
11059,MNnm08,VNC,-0.35411843311527885,1.2398822194943828,0.14445359479155337,L,motor neuron,glutamate,position
11062,IN01A010,VNC,-0.22810572276520036,1.3513961185263452,-0.33567754867380395,L,intrinsic neuron,acetylcholine,position
11065,IN19A001,VNC,-0.7165219012694812,0.08953183025933464,0.6033376322699939,L,intrinsic neuron,acetylcholine,position
11066,IN11B002,VNC,0.5976583743804093,0.6454977702503224,0.0569262084932486,R,intrinsic neuron,gaba,position
11069,AN03A001,VNC,0.6918672405488137,0.44224715260189257,-0.5031822490172009,R,ascending neuron,acetylcholine,position
11100,IN03A009,VNC,0.02545643830507948,-0.4916901036406296,0.13596811535652686,R,intrinsic neuron,acetylcholine,position
11110,IN03A002,VNC,-0.652513324113927,0.5493512749195891,-0.0,L,intrinsic neuron,acetylcholine,position
11115,Ti extensor MN,motor,-0.8782805289245925,0.12527774756436752,-0.07663657411004242,L,motor neuron,glutamate,position
11126,IN01A028,VNC,0.49329365880945353,-1.7079866991935608,1.0803952949951054,R,intrinsic neuron,acetylcholine,position
11129,IN03B017,VNC,-0.09668101372034123,-0.5566340879779977,-0.06574576192178007,L,intrinsic neuron,gaba,position
11133,IN03A009,VNC,-0.30708081482977767,-0.48447410538092206,0.36360613453082025,L,intrinsic neuron,acetylcholine,position
11134,IN21A003,VNC,0.6988159796137172,0.5929145236726385,-0.25289401308326986,R,intrinsic neuron,glutamate,position
11152,IN13A008,VNC,0.2807557841415852,1.457564833662228,-0.6705533197631959,R,intrinsic neuron,gaba,position
11162,AN23B001,VNC,0.6104868157310005,0.5319126124586292,-0.41892878785524496,L,ascending neuron,acetylcholine,position
11165,IN01A010,VNC,0.06821790947371692,1.3360287148251162,-0.41912923225134796,R,intrinsic neuron,acetylcholine,position
11173,nan,VNC,0.09754960610345417,1.923798498997778,-0.4661000357381481,R,ascending neuron,gaba,position
11182,IN19A012,VNC,-0.5447410538092204,-0.3777708718554314,0.6096182233478876,L,intrinsic neuron,gaba,position
11187,DNut055,descending,0.1790636605186693,1.923798498997778,-0.28590052364156193,R,descending neuron,acetylcholine,position
11191,IN01A015,VNC,0.4126481967773513,0.3034060009012229,-0.11512189816181612,R,intrinsic neuron,acetylcholine,position
11195,IN08A005,VNC,-0.018039995649268923,1.4380549124415372,-0.5912441537051136,R,intrinsic neuron,gaba,position
11198,IN17B004,VNC,0.3613344313749864,-0.5660549745948382,1.0403732305732087,R,intrinsic neuron,gaba,position
11213,AN23B001,VNC,0.13249374582407508,1.923798498997778,-0.4173252326864211,R,ascending neuron,acetylcholine,position
11223,IN03B019,VNC,-0.4940286215951645,0.24821697717420016,-0.3918687943813416,L,intrinsic neuron,gaba,position
11224,IN17A010,VNC,0.01757229205836195,-0.23505446183010395,1.0628898177354444,L,intrinsic neuron,acetylcholine,position
11226,Fe reductor MN,motor,0.4887502524977858,1.4954488245256927,-0.4928927700172476,R,motor neuron,glutamate,position
11235,IN13B004,VNC,-0.2573037897975356,-1.95747315754308,0.36033220939447147,L,intrinsic neuron,gaba,position
11258,IN01A009,VNC,0.09287257019438445,1.3360287148251162,-0.3858554624982519,R,intrinsic neuron,acetylcholine,position
11262,AN06B022,VNC,-0.16356262722003823,1.923798498997778,-0.2692636387650139,L,ascending neuron,gaba,position
11264,DNxl042,descending,0.24694749599888124,1.923798498997778,-0.3828487965567071,R,descending neuron,acetylcholine,position
11282,IN19A008,VNC,0.6934039809189365,1.4766070512920118,-0.4033609397579129,R,intrinsic neuron,gaba,position
11288,IN01A015,VNC,-0.536589648367699,0.434897524744783,0.08298397998663704,L,intrinsic neuron,acetylcholine,position
11289,IN21A011,VNC,0.6988159796137172,0.6139611852634523,-0.2122038006743633,R,intrinsic neuron,acetylcholine,position
11297,IN21A014,VNC,0.3498422859984151,-0.9082803735413397,-0.0686187982659229,R,intrinsic neuron,glutamate,position
11303,IN19A008,VNC,-0.4035613841540159,-1.3608170051431856,1.4591683888310518,L,intrinsic neuron,gaba,position
11316,IN19A003,VNC,0.6144288888543593,0.5311108348742173,-0.41892878785524496,R,intrinsic neuron,gaba,position
11319,IN03B017,VNC,0.8158086921391613,0.3561896918750097,-0.11766086051245397,R,intrinsic neuron,gaba,position
11323,IN13A003,VNC,-0.435097969140886,-2.120968969964417,0.620575850334851,L,intrinsic neuron,gaba,position
11336,AN01A006,VNC,-0.0953447177463213,-1.0102397563590597,1.4560949080908059,R,ascending neuron,acetylcholine,position
11340,IN08A006,VNC,0.5943176344453595,-1.4860279379088521,0.41939649144615193,R,intrinsic neuron,glutamate,position
11348,IN21A008,VNC,0.03761673166866075,-2.324820920801156,0.7441832279316936,R,intrinsic neuron,glutamate,position
11354,DNxl042,descending,-0.2897089671675187,1.923798498997778,-0.2496200879469211,L,descending neuron,acetylcholine,position
11356,IN09A005,VNC,0.4800643286666563,0.07469894494771354,-0.36066628338797646,R,intrinsic neuron,gaba,position
11357,IN02A024,VNC,-0.0921376074086735,0.7568112248861818,-0.29679133582982425,L,intrinsic neuron,glutamate,position
11367,IN08A006,VNC,-0.7874124026912379,-0.018774958434979876,-0.06106872601271035,L,intrinsic neuron,glutamate,position
11368,IN03B017,VNC,0.1927606942523735,-0.9410864397035288,-0.09293938499308545,R,intrinsic neuron,gaba,position
11373,IN03B014,VNC,-0.6771679848345945,0.3903988688099197,-0.34837236042699316,L,intrinsic neuron,gaba,position
11375,MNad63,VNC,0.06915331665553087,-0.2776823034013394,0.9603291017294157,R,motor neuron,glutamate,position
11392,AN27X002,VNC,0.21354009664838325,1.923798498997778,-0.301401556940193,R,ascending neuron,acetylcholine,position
